"HUNT 
YEAR",SPECIES,CI,"PROV 
FLAG",WMU,REGION,"RESIDENT 
HUNTERS","RESIDENT 
DAYS","RESIDENT 
KILLS","RESIDENT 
MALE RATIO","RESIDENT 
FEMALE RATIO","RESIDENT 
JUVENILE RATIO","RESIDENT 
UNKNOWN RATIO","NON-RESIDENT 
HUNTERS","NON-RESIDENT 
DAYS","NON-RESIDENT 
KILLS","NON-RESIDENT 
MALE RATIO","NON-RESIDENT 
FEMALE RATIO","NON-RESIDENT 
JUVENILE RATIO","NON-RESIDENT 
UNKNOWN RATIO"
2013,MOOS,no,0,337,3,173,1174,9,0,1,0,0,1,7,1,1,0,0,0
2013,MOOS,no,0,342,3,63,475,4,1,0,0,0,,,,,,,
2013,MOOS,no,0,414,4,36,211,5,1,0,0,0,,,,,,,
2013,MOOS,no,0,432,4,161,1369,5,1,0,0,0,3,17,3,1,0,0,0
2013,MOOS,no,0,439,4,100,574,19,0.75,0.25,0,0,3,30,1,1,0,0,0
2013,MOOS,no,0,801,8,136,947,10,1,0,0,0,2,10,1,1,0,0,0
2013,MOOS,no,0,802,8,18,54,0,0,0,0,0,,,,,,,
2013,MOOS,no,0,803,8,15,66,0,0,0,0,0,,,,,,,
2013,MOOS,no,0,804,8,105,630,4,1,0,0,0,,,,,,,
2013,MOOS,no,0,806,8,189,1134,4,1,0,0,0,,,,,,,
2013,MOOS,no,0,807,8,104,724,5,1,0,0,0,,,,,,,
2013,MOOS,no,0,808,8,419,2305,9,1,0,0,0,2,12,2,1,0,0,0
2013,MOOS,no,0,809,8,223,1346,5,1,0,0,0,3,15,1,1,0,0,0
2013,MOOS,no,0,810,8,512,3224,9,1,0,0,0,,,,,,,
2013,MOOS,no,0,811,8,385,2258,50,0.73,0.27,0,0,1,6,1,1,0,0,0
2013,MOOS,no,0,812,8,597,4038,32,0.86,0,0.14,0,3,21,2,1,0,0,0
2013,MOOS,no,0,813,8,31,155,5,1,0,0,0,,,,,,,
2013,MOOS,no,0,814,8,190,1490,9,1,0,0,0,2,9,0,0,0,0,0
2013,MOOS,no,0,815,8,142,773,12,1,0,0,0,1,7,1,1,0,0,0
2013,MOOS,no,0,821,8,42,186,0,0,0,0,0,,,,,,,
2013,MOOS,no,0,822,8,54,284,0,0,0,0,0,,,,,,,
2013,MOOS,no,0,823,8,193,1373,5,0,1,0,0,2,10,2,1,0,0,0
2013,MOOS,no,0,824,8,81,495,0,0,0,0,0,,,,,,,
2013,MOOS,no,0,825,8,90,657,5,1,0,0,0,,,,,,,
2013,MOOS,no,0,826,8,80,443,4,1,0,0,0,,,,,,,
2014,MOOS,no,0,312,3,554,2616,57,0.89,0,0.11,0,,,,,,,
2014,MOOS,no,0,320,3,399,2219,24,0.75,0,0.25,0,1,6,1,1,0,0,0
2014,MOOS,no,0,326,3,308,1602,30,1,0,0,0,,,,,,,
2014,MOOS,no,0,327,3,204,1035,34,0.67,0.33,0,0,,,,,,,
2014,MOOS,no,0,334,3,24,109,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,335,3,43,404,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,336,3,109,640,7,1,0,0,0,3,16,1,1,0,0,0
2014,MOOS,no,0,337,3,189,1368,6,1,0,0,0,,,,,,,
2014,MOOS,no,0,342,3,55,323,6,1,0,0,0,1,6,0,0,0,0,0
2014,MOOS,no,0,414,4,67,432,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,432,4,213,1475,11,1,0,0,0,3,16,3,1,0,0,0
2014,MOOS,no,0,439,4,13,65,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,801,8,108,761,5,1,0,0,0,2,9,2,1,0,0,0
2014,MOOS,no,0,802,8,10,86,5,1,0,0,0,,,,,,,
2014,MOOS,no,0,803,8,5,20,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,804,8,35,228,0,0,0,0,0,1,3,1,1,0,0,0
2014,MOOS,no,0,806,8,158,772,47,1,0,0,0,,,,,,,
2014,MOOS,no,0,807,8,109,878,17,1,0,0,0,,,,,,,
2014,MOOS,no,0,808,8,222,1195,34,0.67,0.33,0,0,1,6,1,1,0,0,0
2014,MOOS,no,0,809,8,153,877,0,0,0,0,0,2,14,0,0,0,0,0
2014,MOOS,no,0,810,8,370,1857,13,0.5,0.5,0,0,4,28,0,0,0,0,0
2014,MOOS,no,0,811,8,226,1225,7,1,0,0,0,4,22,2,1,0,0,0
2014,MOOS,no,0,812,8,417,2531,11,1,0,0,0,,,,,,,
2014,MOOS,no,0,813,8,20,73,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,814,8,193,911,6,1,0,0,0,2,14,1,1,0,0,0
2014,MOOS,no,0,815,8,125,786,17,1,0,0,0,1,13,0,0,0,0,0
2014,MOOS,no,0,821,8,39,325,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,822,8,45,160,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,823,8,149,927,13,0.5,0.5,0,0,3,26,3,1,0,0,0
2014,MOOS,no,0,824,8,58,187,0,0,0,0,0,,,,,,,
2014,MOOS,no,0,825,8,60,333,7,1,0,0,0,,,,,,,
2014,MOOS,no,0,826,8,85,370,6,1,0,0,0,,,,,,,
2015,MOOS,no,0,312,3,448,2101,60,0.67,0.33,0,0,,,,,,,
2015,MOOS,no,0,320,3,296,1713,4,0,1,0,0,3,11,2,1,0,0,0
2015,MOOS,no,0,326,3,329,1978,15,0.67,0.33,0,0,,,,,,,
2015,MOOS,no,0,327,3,186,1134,10,1,0,0,0,,,,,,,
2015,MOOS,no,0,334,3,61,305,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,335,3,105,959,8,1,0,0,0,,,,,,,
2015,MOOS,no,0,336,3,137,689,19,1,0,0,0,2,11,0,0,0,0,0
2015,MOOS,no,0,337,3,190,1634,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,342,3,57,432,10,1,0,0,0,,,,,,,
2015,MOOS,no,0,414,4,78,752,5,1,0,0,0,,,,,,,
2015,MOOS,no,0,432,4,129,907,9,1,0,0,0,5,26,2,1,0,0,0
2015,MOOS,no,0,439,4,52,146,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,801,8,85,532,5,1,0,0,0,1,7,0,0,0,0,0
2015,MOOS,no,0,802,8,5,55,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,803,8,21,79,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,804,8,40,240,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,806,8,151,945,9,1,0,0,0,,,,,,,
2015,MOOS,no,0,807,8,134,654,36,1,0,0,0,,,,,,,
2015,MOOS,no,0,808,8,287,1379,51,1,0,0,0,7,24,6,1,0,0,0
2015,MOOS,no,0,809,8,136,847,0,0,0,0,0,1,4,1,1,0,0,0
2015,MOOS,no,0,810,8,425,1975,34,1,0,0,0,3,15,2,1,0,0,0
2015,MOOS,no,0,811,8,347,1472,25,0.6,0.4,0,0,7,26,6,1,0,0,0
2015,MOOS,no,0,812,8,366,1877,20,1,0,0,0,2,6,2,1,0,0,0
2015,MOOS,no,0,813,8,20,65,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,814,8,158,1045,9,1,0,0,0,3,10,0,0,0,0,0
2015,MOOS,no,0,815,8,120,831,0,0,0,0,0,3,32,1,1,0,0,0
2015,MOOS,no,0,821,8,53,314,15,1,0,0,0,,,,,,,
2015,MOOS,no,0,822,8,40,150,0,0,0,0,0,,,,,,,
2015,MOOS,no,0,823,8,158,1017,9,1,0,0,0,2,8,2,1,0,0,0
2015,MOOS,no,0,824,8,74,351,9,1,0,0,0,,,,,,,
2015,MOOS,no,0,825,8,55,240,10,1,0,0,0,,,,,,,
2015,MOOS,no,0,826,8,54,304,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,312,3,401,2200,10,1,0,0,0,,,,,,,
2016,MOOS,no,0,320,3,282,1437,5,1,0,0,0,3,20,1,1,0,0,0
2016,MOOS,no,0,326,3,383,2350,22,1,0,0,0,,,,,,,
2016,MOOS,no,0,327,3,195,1188,9,1,0,0,0,,,,,,,
2016,MOOS,no,0,334,3,37,135,9,1,0,0,0,,,,,,,
2016,MOOS,no,0,335,3,78,610,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,336,3,170,1341,5,1,0,0,0,2,13,1,1,0,0,0
2016,MOOS,no,0,337,3,195,1489,14,1,0,0,0,,,,,,,
2016,MOOS,no,0,342,3,78,514,4,1,0,0,0,,,,,,,
2016,MOOS,no,0,414,4,83,729,9,1,0,0,0,1,7,1,1,0,0,0
2016,MOOS,no,0,432,4,174,1628,10,1,0,0,0,1,8,0,0,0,0,0
2016,MOOS,no,0,439,4,23,161,5,0,0,1,0,1,10,0,0,0,0,0
2016,MOOS,no,0,801,8,74,315,0,0,0,0,0,3,8,2,1,0,0,0
2016,MOOS,no,0,802,8,10,65,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,804,8,52,331,5,1,0,0,0,3,19,0,0,0,0,0
2016,MOOS,no,0,806,8,161,753,5,1,0,0,0,,,,,,,
2016,MOOS,no,0,807,8,93,344,5,1,0,0,0,2,7,2,1,0,0,0
2016,MOOS,no,0,808,8,279,1304,15,1,0,0,0,4,25,1,1,0,0,0
2016,MOOS,no,0,809,8,100,509,5,1,0,0,0,,,,,,,
2016,MOOS,no,0,810,8,361,1997,14,0.67,0.33,0,0,4,18,2,1,0,0,0
2016,MOOS,no,0,811,8,290,1519,14,1,0,0,0,8,37,6,0.83,0.17,0,0
2016,MOOS,no,0,812,8,331,2098,23,1,0,0,0,2,9,1,1,0,0,0
2016,MOOS,no,0,813,8,9,81,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,814,8,147,951,18,1,0,0,0,4,12,3,1,0,0,0
2016,MOOS,no,0,815,8,100,442,9,0.5,0.5,0,0,1,10,0,0,0,0,0
2016,MOOS,no,0,821,8,61,290,5,1,0,0,0,,,,,,,
2016,MOOS,no,0,822,8,46,248,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,823,8,207,1183,14,1,0,0,0,3,27,2,1,0,0,0
2016,MOOS,no,0,824,8,97,703,5,1,0,0,0,,,,,,,
2016,MOOS,no,0,825,8,78,546,0,0,0,0,0,,,,,,,
2016,MOOS,no,0,826,8,78,275,13,1,0,0,0,,,,,,,
2017,MOOS,no,0,312,3,367,1542,39,0.9,0.1,0,0,,,,,,,
2017,MOOS,no,0,320,3,257,1235,8,1,0,0,0,,,,,,,
2017,MOOS,no,0,326,3,331,2213,12,1,0,0,0,1,9,0,0,0,0,0
2017,MOOS,no,0,327,3,193,1243,16,1,0,0,0,,,,,,,
2017,MOOS,no,0,334,3,28,123,0,0,0,0,0,,,,,,,
2017,MOOS,no,0,335,3,58,446,0,0,0,0,0,,,,,,,
2017,MOOS,no,0,336,3,104,584,0,0,0,0,0,1,6,1,1,0,0,0
2017,MOOS,no,0,337,3,212,1822,4,1,0,0,0,1,7,1,1,0,0,0
2017,MOOS,no,0,342,3,72,569,8,1,0,0,0,,,,,,,
2017,MOOS,no,0,414,4,31,97,4,1,0,0,0,,,,,,,
2017,MOOS,no,0,432,4,184,1207,4,1,0,0,0,3,11,2,1,0,0,0
2017,MOOS,no,0,439,4,56,456,8,1,0,0,0,1,2,1,1,0,0,0
2017,MOOS,no,0,801,8,75,424,4,1,0,0,0,1,8,0,0,0,0,0
2017,MOOS,no,0,802,8,23,161,0,0,0,0,0,,,,,,,
2017,MOOS,no,0,803,8,8,32,0,0,0,0,0,,,,,,,
2017,MOOS,no,0,804,8,76,324,16,1,0,0,0,1,1,1,1,0,0,0
2017,MOOS,no,0,806,8,177,711,15,1,0,0,0,,,,,,,
2017,MOOS,no,0,807,8,93,469,8,1,0,0,0,1,2,1,1,0,0,0
2017,MOOS,no,0,808,8,244,1307,12,0.67,0.33,0,0,5,17,3,1,0,0,0
2017,MOOS,no,0,809,8,130,601,8,1,0,0,0,,,,,,,
2017,MOOS,no,0,810,8,241,1162,15,1,0,0,0,3,15,1,1,0,0,0
2017,MOOS,no,0,811,8,326,1482,19,1,0,0,0,4,8,3,1,0,0,0
2017,MOOS,no,0,812,8,362,2061,20,1,0,0,0,8,50,1,1,0,0,0
2017,MOOS,no,0,813,8,31,190,4,1,0,0,0,,,,,,,
2017,MOOS,no,0,814,8,154,1145,20,1,0,0,0,4,21,2,1,0,0,0
2017,MOOS,no,0,815,8,111,725,4,1,0,0,0,,,,,,,
2017,MOOS,no,0,821,8,55,232,4,1,0,0,0,,,,,,,
2017,MOOS,no,0,822,8,23,92,0,0,0,0,0,,,,,,,
2017,MOOS,no,0,823,8,140,580,8,1,0,0,0,2,11,1,1,0,0,0
2017,MOOS,no,0,824,8,98,612,8,1,0,0,0,,,,,,,
2017,MOOS,no,0,825,8,66,365,4,1,0,0,0,,,,,,,
2017,MOOS,no,0,826,8,54,342,8,1,0,0,0,,,,,,,
2018,MOOS,no,0,312,3,425,1843,48,0.91,0,0,0.08,,,,,,,
2018,MOOS,no,0,320,3,320,1407,0,0,0,0,0,2,12,2,1,0,0,0
2018,MOOS,no,0,326,3,277,1810,16,1,0,0,0,,,,,,,
2018,MOOS,no,0,327,3,157,1010,11,1,0,0,0,,,,,,,
2018,MOOS,no,0,334,3,40,144,0,0,0,0,0,,,,,,,
2018,MOOS,no,0,335,3,61,393,4,1,0,0,0,,,,,,,
2018,MOOS,no,0,336,3,183,1233,0,0,0,0,0,1,2,1,1,0,0,0
2018,MOOS,no,0,337,3,258,1718,28,1,0,0,0,2,13,1,1,0,0,0
2018,MOOS,no,0,342,3,75,560,8,1,0,0,0,1,14,1,1,0,0,0
2018,MOOS,no,0,414,4,52,286,0,0,0,0,0,,,,,,,
2018,MOOS,no,0,432,4,166,1265,13,1,0,0,0,4,19,2,1,0,0,0
2018,MOOS,no,0,439,4,127,1098,29,0.43,0.43,0.14,0,1,10,0,0,0,0,0
2018,MOOS,no,0,801,8,61,264,0,0,0,0,0,3,6,3,1,0,0,0
2018,MOOS,no,0,802,8,15,104,0,0,0,0,0,,,,,,,
2018,MOOS,no,0,803,8,8,20,0,0,0,0,0,1,2,1,1,0,0,0
2018,MOOS,no,0,804,8,59,277,4,1,0,0,0,1,7,0,0,0,0,0
2018,MOOS,no,0,806,8,235,1084,31,1.01,0,0,0,,,,,,,
2018,MOOS,no,0,807,8,119,497,15,1,0,0,0,1,1,1,1,0,0,0
2018,MOOS,no,0,808,8,298,1433,30,1.01,0,0,0,3,8,3,1,0,0,0
2018,MOOS,no,0,809,8,154,631,4,1,0,0,0,2,5,2,1,0,0,0
2018,MOOS,no,0,810,8,285,1284,8,0.5,0.5,0,0,,,,,,,
2018,MOOS,no,0,811,8,347,1646,31,1,0,0,0,4,11,3,1,0,0,0
2018,MOOS,no,0,812,8,407,2382,30,1,0,0,0,4,27,0,0,0,0,0
2018,MOOS,no,0,813,8,8,16,0,0,0,0,0,,,,,,,
2018,MOOS,no,0,814,8,214,1320,8,1,0,0,0,3,12,1,1,0,0,0
2018,MOOS,no,0,815,8,90,590,0,0,0,0,0,2,22,0,0,0,0,0
2018,MOOS,no,0,821,8,36,189,4,1,0,0,0,,,,,,,
2018,MOOS,no,0,822,8,24,83,0,0,0,0,0,,,,,,,
2018,MOOS,no,0,823,8,151,627,12,0.66,0,0.33,0,2,6,1,1,0,0,0
2018,MOOS,no,0,824,8,60,383,4,1,0,0,0,,,,,,,
2018,MOOS,no,0,825,8,75,394,16,1,0,0,0,,,,,,,
2018,MOOS,no,0,826,8,59,241,8,1,0,0,0,,,,,,,
